transaction_id,sender,receiver,amount,channel,timestamp,branch,is_fraud
TX000031,A512,A60,477334,UPI,2026-02-15 08:02:30,BR5,0
TX000032,A155,A629,73293,RTGS,2026-01-22 11:03:32,BR11,0
TX000033,A179,A308,382817,IMPS,2026-03-07 08:06:14,BR4,0
TX000034,A444,A909,370267,RTGS,2026-01-07 14:51:46,BR5,0
TX000035,A279,A26,484208,RTGS,2026-01-06 07:58:51,BR10,0
TX000036,A138,A252,142430,NEFT,2026-01-22 00:58:23,BR11,0
TX000037,A302,A433,357041,RTGS,2026-01-31 19:31:17,BR15,0
TX000038,A702,A549,415191,RTGS,2026-02-09 00:32:55,BR18,0
TX000039,A658,A712,74060,UPI,2026-01-29 02:19:04,BR9,0
TX000040,A62,A364,188995,UPI,2026-03-01 07:36:22,BR13,0
TX000041,A175,A414,146738,CASH,2026-01-20 09:48:25,BR14,0
TX000042,A815,A944,257150,UPI,2026-02-27 03:54:58,BR8,0
TX000043,A464,A581,424010,UPI,2026-02-25 15:20:32,BR10,0
TX000044,A564,A123,171387,NEFT,2026-01-13 19:56:14,BR16,0
TX000045,A647,A367,288392,RTGS,2026-03-08 16:51:30,BR17,0
TX000046,A894,A842,382168,IMPS,2026-02-11 01:25:55,BR13,0
TX000047,A187,A97,477273,NEFT,2026-02-21 23:58:12,BR13,0
TX000048,A409,A379,139894,UPI,2026-03-02 14:34:06,BR18,0
TX000049,A418,A253,31095,UPI,2026-01-20 20:43:13,BR18,0
TX000050,A328,A114,116714,IMPS,2026-01-24 17:12:36,BR4,0
TX000051,A778,A639,163219,IMPS,2026-02-01 09:34:00,BR11,0
TX000052,A253,A607,362390,IMPS,2026-02-19 02:20:59,BR15,0
TX000053,A979,A769,143320,CASH,2026-01-09 14:00:31,BR14,0
TX000054,A760,A748,326843,RTGS,2026-02-08 07:56:13,BR4,0
TX000055,A400,A254,362240,CASH,2026-02-02 13:09:02,BR18,0
TX000056,A669,A388,466431,RTGS,2026-01-09 23:21:25,BR19,0
TX000057,A974,A994,232997,RTGS,2026-01-04 08:29:13,BR3,0
TX000058,A159,A269,367173,RTGS,2026-03-08 17:26:11,BR2,0
TX000059,A433,A479,223900,IMPS,2026-01-14 20:23:10,BR18,0
TX000060,A187,A96,452969,IMPS,2026-01-07 06:13:46,BR20,0
TX000061,A322,A673,15867,CASH,2026-03-06 12:58:09,BR20,0
TX000062,A957,A630,159250,NEFT,2026-02-15 19:40:10,BR11,0
TX000063,A655,A446,288599,UPI,2026-01-08 20:01:49,BR20,0
TX000064,A999,A931,234226,RTGS,2026-02-27 08:31:46,BR15,0
TX000065,A222,A771,149452,IMPS,2026-03-03 00:21:32,BR14,0
TX000066,A516,A440,397260,UPI,2026-02-04 14:03:26,BR1,0
TX000067,A501,A925,388024,IMPS,2026-02-19 22:13:17,BR17,0
TX000068,A306,A498,418058,IMPS,2026-01-24 05:34:47,BR17,0
TX000069,A174,A603,495447,RTGS,2026-01-12 06:58:44,BR5,0
TX000070,A416,A61,72620,IMPS,2026-02-19 02:57:14,BR14,0
TX000071,A572,A391,418855,IMPS,2026-01-07 10:17:58,BR13,0
TX000072,A425,A210,420580,UPI,2026-01-25 05:25:49,BR10,0
TX000073,A359,A621,446661,RTGS,2026-01-26 16:32:24,BR19,0
TX000074,A890,A993,36159,NEFT,2026-01-13 20:34:47,BR18,0
TX000075,A921,A738,51908,NEFT,2026-01-16 22:09:34,BR1,0
TX000076,A339,A43,76676,CASH,2026-02-08 20:00:31,BR3,0
TX000077,A635,A772,6369,IMPS,2026-01-07 09:54:55,BR8,0
TX000078,A815,A378,452919,RTGS,2026-02-13 14:34:33,BR10,0
TX000079,A437,A984,482632,RTGS,2026-02-17 14:41:52,BR3,0
TX000080,A105,A107,71726,CASH,2026-02-14 01:09:50,BR6,0
TX000081,A687,A291,443650,RTGS,2026-02-02 12:42:47,BR13,0
TX000082,A683,A511,216058,CASH,2026-01-25 01:26:43,BR16,0
TX000083,A3,A11,410321,NEFT,2026-01-26 08:34:10,BR17,0
TX000084,A5,A687,194431,RTGS,2026-01-06 01:08:48,BR15,0
TX000085,A446,A568,486671,NEFT,2026-01-06 17:44:17,BR20,0
TX000086,A534,A737,168107,CASH,2026-01-06 07:23:56,BR15,0
TX000087,A332,A305,76628,IMPS,2026-01-23 04:23:29,BR1,0
TX000088,A550,A425,458083,RTGS,2026-01-16 04:21:55,BR10,0
TX000089,A617,A502,86292,NEFT,2026-02-12 20:01:43,BR13,0
TX000090,A86,A40,338369,CASH,2026-03-08 18:01:54,BR4,0
TX000091,A222,A313,286995,CASH,2026-01-17 07:22:16,BR15,0
TX000092,A358,A974,107131,NEFT,2026-02-13 22:50:57,BR12,0
TX000093,A504,A134,362332,CASH,2026-01-26 08:59:25,BR1,0
TX000094,A736,A816,131253,NEFT,2026-02-21 23:13:30,BR6,0
TX000095,A248,A815,181782,IMPS,2026-01-26 12:45:48,BR7,0
TX000096,A912,A39,351548,CASH,2026-02-25 10:47:43,BR1,0
TX000097,A615,A897,242449,NEFT,2026-02-20 03:15:10,BR5,0
TX000098,A860,A425,499466,CASH,2026-02-14 07:39:15,BR7,0
TX000099,A97,A963,136641,RTGS,2026-02-21 11:33:48,BR2,0
TX000100,A737,A928,310708,UPI,2026-02-25 08:05:05,BR1,0
TX000101,A937,A837,145561,IMPS,2026-02-11 12:20:40,BR6,0
TX000102,A113,A623,294325,CASH,2026-03-01 06:39:02,BR2,0
TX000103,A301,A58,246414,IMPS,2026-01-27 05:23:05,BR7,0
TX000104,A629,A420,334965,UPI,2026-01-21 17:04:28,BR16,0
TX000105,A112,A428,44403,UPI,2026-03-06 19:33:39,BR20,0
TX000106,A611,A2,77999,UPI,2026-01-25 23:21:20,BR18,0
TX000107,A376,A320,25553,CASH,2026-02-16 23:55:12,BR8,0
TX000108,A561,A854,1246,CASH,2026-02-12 09:08:11,BR11,0
TX000109,A537,A847,236358,IMPS,2026-01-05 07:29:52,BR13,0
TX000110,A412,A98,324687,RTGS,2026-01-23 10:23:45,BR15,0
TX000111,A918,A792,410722,RTGS,2026-01-16 14:55:32,BR2,0
TX000112,A163,A905,260280,NEFT,2026-01-21 00:17:22,BR15,0
TX000113,A627,A601,215382,IMPS,2026-03-07 04:37:15,BR20,0
TX000114,A122,A282,443457,NEFT,2026-02-25 04:03:11,BR3,0
TX000115,A465,A978,399935,UPI,2026-01-15 20:37:34,BR10,0
TX000116,A989,A961,290652,CASH,2026-02-22 02:46:22,BR16,0
TX000117,A153,A103,433902,RTGS,2026-03-02 08:22:23,BR6,0
TX000118,A591,A231,169601,NEFT,2026-03-06 17:08:27,BR2,0
TX000119,A47,A887,256601,IMPS,2026-01-01 13:49:45,BR17,0
TX000120,A507,A909,234044,NEFT,2026-01-23 04:48:23,BR9,0
TX000121,A214,A884,353623,CASH,2026-01-26 09:26:25,BR2,0
TX000122,A506,A125,438127,RTGS,2026-02-04 15:26:42,BR13,0
TX000123,A104,A845,425978,UPI,2026-01-06 02:42:32,BR5,0
TX000124,A309,A736,286049,NEFT,2026-01-14 04:04:47,BR5,0
TX000125,A141,A304,206904,UPI,2026-02-03 07:17:37,BR11,0
TX000126,A237,A887,283240,IMPS,2026-01-11 19:44:17,BR19,0
TX000127,A439,A42,210059,NEFT,2026-03-03 13:00:08,BR14,0
TX000128,A843,A141,163735,RTGS,2026-01-04 13:58:34,BR9,0
TX000129,A405,A630,370397,UPI,2026-01-19 14:02:38,BR6,0
TX000130,A983,A126,121346,CASH,2026-01-27 06:26:16,BR12,0
TX000131,A963,A878,290126,UPI,2026-02-13 03:33:08,BR11,0
TX000132,A970,A807,71920,NEFT,2026-03-08 20:47:17,BR2,0
TX000133,A350,A470,3721,IMPS,2026-02-22 10:35:18,BR4,0
TX000134,A357,A24,44626,IMPS,2026-03-04 10:48:37,BR13,0
TX000135,A770,A659,35837,CASH,2026-01-11 08:14:05,BR9,0
TX000136,A665,A35,494067,IMPS,2026-01-21 00:52:47,BR11,0
TX000137,A570,A197,394117,IMPS,2026-02-15 21:29:20,BR14,0
TX000138,A683,A136,415913,CASH,2026-02-13 11:06:26,BR7,0
TX000139,A114,A661,303378,UPI,2026-02-02 10:02:33,BR17,0
TX000140,A702,A431,201182,CASH,2026-01-01 05:15:55,BR4,0
TX000141,A938,A82,6088,CASH,2026-02-08 08:46:36,BR1,0
TX000142,A666,A603,177364,IMPS,2026-02-24 15:04:53,BR17,0
TX000143,A407,A119,458655,CASH,2026-02-09 07:31:16,BR9,0
TX000144,A204,A722,482665,IMPS,2026-01-25 06:00:33,BR14,0
TX000145,A988,A294,318910,NEFT,2026-01-09 11:54:35,BR12,0
TX000146,A235,A221,129958,RTGS,2026-02-16 22:16:54,BR20,0
TX000147,A378,A600,110494,NEFT,2026-02-06 14:46:29,BR14,0
TX000148,A715,A42,415009,CASH,2026-01-30 06:53:40,BR6,0
TX000149,A762,A232,452746,IMPS,2026-01-20 16:00:35,BR15,0
TX000150,A474,A927,172676,RTGS,2026-02-26 09:02:20,BR19,0
TX000151,A825,A634,391887,CASH,2026-01-13 04:52:07,BR15,0
TX000152,A998,A694,365736,UPI,2026-03-04 22:01:48,BR4,0
TX000153,A849,A286,121597,IMPS,2026-02-14 18:34:01,BR8,0
TX000154,A680,A860,172342,CASH,2026-01-10 03:10:25,BR7,0
TX000155,A576,A951,110478,IMPS,2026-02-16 17:51:51,BR18,0
TX000156,A385,A727,139140,IMPS,2026-02-18 03:02:26,BR8,0
TX000157,A998,A892,167874,CASH,2026-01-25 15:25:40,BR5,0
TX000158,A850,A708,324671,RTGS,2026-01-07 07:37:52,BR15,0
TX000159,A449,A279,462945,RTGS,2026-02-13 03:34:54,BR18,0
TX000160,A197,A572,134126,CASH,2026-01-31 00:15:42,BR8,0
TX000161,A62,A241,177369,UPI,2026-01-14 07:32:46,BR4,0
TX000162,A667,A194,446930,UPI,2026-02-24 17:07:14,BR12,0
TX000163,A381,A407,124759,IMPS,2026-01-16 10:05:15,BR18,0
TX000164,A627,A448,40694,RTGS,2026-01-24 03:14:29,BR19,0
TX000165,A752,A733,140846,RTGS,2026-03-08 20:15:06,BR18,0
TX000166,A509,A508,117964,CASH,2026-02-18 09:16:44,BR4,0
TX000167,A912,A378,83361,NEFT,2026-01-12 17:32:17,BR15,0
TX000168,A105,A544,222578,NEFT,2026-02-21 10:34:09,BR2,0
TX000169,A638,A782,318562,UPI,2026-02-18 17:36:38,BR1,0
TX000170,A431,A731,398598,IMPS,2026-02-15 13:33:40,BR10,0
TX000171,A657,A89,455833,CASH,2026-03-07 07:53:23,BR5,0
TX000172,A700,A160,260224,IMPS,2026-01-07 10:27:19,BR3,0
TX000173,A363,A398,364394,CASH,2026-02-19 06:31:22,BR12,0
TX000174,A678,A476,186877,UPI,2026-02-02 09:30:09,BR11,0
TX000175,A100,A371,497806,CASH,2026-01-09 14:52:15,BR6,0
TX000176,A502,A441,178803,IMPS,2026-01-23 05:28:21,BR16,0
TX000177,A739,A412,130972,RTGS,2026-01-27 21:42:43,BR4,0
TX000178,A259,A212,166399,IMPS,2026-01-09 13:01:35,BR12,0
TX000179,A219,A320,139115,IMPS,2026-03-07 21:31:58,BR5,0
TX000180,A101,A20,226769,UPI,2026-02-15 15:50:01,BR3,0
TX000181,A403,A596,445896,NEFT,2026-02-24 20:02:07,BR15,0
TX000182,A179,A288,354515,CASH,2026-02-15 23:50:26,BR13,0
TX000183,A585,A631,200908,RTGS,2026-02-16 07:05:29,BR14,0
TX000184,A218,A237,63549,IMPS,2026-03-03 11:11:44,BR10,0
TX000185,A387,A668,409052,CASH,2026-01-30 23:59:11,BR5,0
TX000186,A65,A470,7439,CASH,2026-02-02 01:38:35,BR5,0
TX000187,A369,A151,66669,NEFT,2026-03-08 03:13:36,BR12,0
TX000188,A321,A214,217633,RTGS,2026-01-28 10:31:43,BR3,0
TX000189,A141,A863,213556,IMPS,2026-02-13 18:03:34,BR13,0
TX000190,A469,A96,82288,IMPS,2026-01-29 20:57:30,BR8,0
TX000191,A352,A8,184924,NEFT,2026-01-24 18:29:06,BR1,0
TX000192,A49,A205,193576,IMPS,2026-01-11 10:43:31,BR2,0
TX000193,A703,A3,447841,NEFT,2026-02-14 13:40:25,BR20,0
TX000194,A786,A313,224062,NEFT,2026-02-11 10:55:41,BR1,0
TX000195,A825,A36,325329,IMPS,2026-02-12 11:43:50,BR15,0
TX000196,A626,A691,439507,NEFT,2026-01-14 07:30:46,BR5,0
TX000197,A288,A379,149420,RTGS,2026-01-24 06:37:16,BR4,0
TX000198,A234,A153,198053,IMPS,2026-01-08 08:27:52,BR6,0
TX000199,A623,A387,321474,CASH,2026-02-16 05:12:56,BR10,0
TX000200,A304,A818,215841,CASH,2026-01-30 04:44:14,BR9,0
TX000201,A199,A547,435168,RTGS,2026-03-05 04:33:52,BR2,0
TX000202,A960,A112,290139,CASH,2026-03-01 02:40:15,BR15,0
TX000203,A16,A802,91004,RTGS,2026-01-15 11:25:11,BR3,0
TX000204,A138,A564,304637,UPI,2026-03-05 23:54:04,BR1,0
TX000205,A901,A604,126781,NEFT,2026-03-06 13:55:31,BR15,0
TX000206,A245,A656,70671,UPI,2026-01-03 06:17:15,BR1,0
TX000207,A814,A820,256320,NEFT,2026-01-17 01:44:25,BR6,0
TX000208,A418,A882,406503,CASH,2026-01-07 18:37:09,BR17,0
TX000209,A624,A463,197200,CASH,2026-02-06 21:07:16,BR11,0
TX000210,A788,A63,16051,NEFT,2026-03-08 16:42:56,BR16,0
TX000211,A71,A456,206804,IMPS,2026-02-19 05:36:39,BR4,0
TX000212,A664,A821,225405,IMPS,2026-01-28 11:05:12,BR10,0
TX000213,A294,A452,44867,IMPS,2026-01-31 05:27:47,BR2,0
TX000214,A697,A547,466782,NEFT,2026-01-22 19:25:53,BR5,0
TX000215,A610,A530,168776,NEFT,2026-02-10 20:36:42,BR11,0
TX000216,A901,A489,197729,CASH,2026-02-02 06:55:43,BR3,0
TX000217,A593,A197,403095,NEFT,2026-03-07 14:36:33,BR6,0
TX000218,A149,A983,388580,UPI,2026-02-14 08:56:42,BR4,0
TX000219,A937,A251,228020,UPI,2026-01-25 00:04:46,BR17,0
TX000220,A317,A784,65078,RTGS,2026-01-25 16:58:34,BR1,0
TX000221,A299,A162,378074,CASH,2026-01-11 02:57:26,BR14,0
TX000222,A844,A652,468118,IMPS,2026-01-13 21:05:33,BR18,0
TX000223,A913,A974,82386,CASH,2026-01-27 01:54:57,BR3,0
TX000224,A664,A40,64523,IMPS,2026-01-27 02:35:39,BR4,0
TX000225,A695,A554,148664,NEFT,2026-01-25 21:15:03,BR1,0
TX000226,A884,A783,467298,UPI,2026-02-06 10:47:44,BR14,0
TX000227,A985,A238,30836,CASH,2026-02-24 04:26:32,BR7,0
TX000228,A158,A944,404854,IMPS,2026-01-25 04:02:53,BR1,0
TX000229,A729,A321,255775,NEFT,2026-02-14 01:07:09,BR9,0
TX000230,A605,A225,310067,RTGS,2026-02-22 17:07:19,BR20,0
TX000231,A54,A898,458246,IMPS,2026-03-06 13:34:48,BR13,0
TX000232,A798,A116,56244,RTGS,2026-01-08 17:37:40,BR3,0
TX000233,A699,A730,31649,NEFT,2026-01-21 17:17:11,BR1,0
TX000234,A98,A711,175368,UPI,2026-02-22 21:32:05,BR5,0
TX000235,A878,A446,361166,UPI,2026-01-07 05:30:11,BR20,0
TX000236,A742,A728,461284,RTGS,2026-02-24 19:19:52,BR9,0
TX000237,A522,A589,16808,UPI,2026-02-04 09:16:33,BR10,0
TX000238,A516,A566,458342,IMPS,2026-01-03 09:28:50,BR3,0
TX000239,A18,A777,224666,IMPS,2026-02-24 16:38:45,BR8,0
TX000240,A613,A290,377892,RTGS,2026-02-27 02:14:45,BR14,0
TX000241,A493,A455,131702,CASH,2026-01-30 13:37:39,BR14,0
TX000242,A149,A963,63050,IMPS,2026-01-02 01:04:03,BR3,0
TX000243,A236,A806,275769,NEFT,2026-03-05 22:04:14,BR14,0
TX000244,A980,A950,367110,UPI,2026-02-21 12:59:35,BR1,0
TX000245,A314,A343,336363,CASH,2026-02-07 17:41:31,BR17,0
TX000246,A582,A749,236684,UPI,2026-01-11 22:47:54,BR11,0
TX000247,A792,A624,366016,RTGS,2026-02-11 22:47:09,BR7,0
TX000248,A258,A653,116596,NEFT,2026-02-12 20:38:04,BR6,0
TX000249,A378,A686,161678,RTGS,2026-02-22 20:40:57,BR2,0
TX000250,A503,A942,395814,IMPS,2026-03-07 21:32:05,BR15,0
TX000251,A203,A879,262147,IMPS,2026-01-28 01:33:54,BR3,0
TX000252,A780,A522,257599,UPI,2026-01-12 09:05:32,BR5,0
TX000253,A952,A3,207751,UPI,2026-02-23 06:03:19,BR16,0
TX000254,A783,A494,79060,RTGS,2026-02-26 02:50:46,BR10,0
TX000255,A303,A831,62454,IMPS,2026-02-07 03:54:33,BR16,0
TX000256,A26,A416,223356,IMPS,2026-01-15 14:06:42,BR4,0
TX000257,A967,A921,245945,NEFT,2026-02-09 07:08:27,BR8,0
TX000258,A448,A910,140897,RTGS,2026-02-23 04:26:25,BR20,0
TX000259,A964,A270,201597,IMPS,2026-01-02 09:10:05,BR17,0
TX000260,A112,A329,447027,UPI,2026-02-13 08:01:13,BR15,0
TX000261,A873,A908,156926,CASH,2026-02-25 17:28:46,BR12,0
TX000262,A989,A575,332181,NEFT,2026-02-06 13:42:14,BR6,0
TX000263,A20,A716,335401,RTGS,2026-02-01 14:20:11,BR9,0
TX000264,A444,A462,429690,UPI,2026-01-16 04:15:52,BR9,0
TX000265,A930,A134,466362,RTGS,2026-03-01 01:50:23,BR3,0
TX000266,A806,A815,320208,IMPS,2026-02-02 12:16:36,BR14,0
TX000267,A234,A828,141047,CASH,2026-03-07 14:54:40,BR5,0
TX000268,A428,A780,20724,CASH,2026-02-17 13:40:54,BR18,0
TX000269,A770,A614,423963,IMPS,2026-03-03 05:58:43,BR2,0
TX000270,A854,A776,97469,RTGS,2026-01-19 00:49:20,BR10,0
TX000271,A548,A305,458250,IMPS,2026-02-03 05:16:04,BR6,0
TX000272,A674,A724,350001,RTGS,2026-01-18 04:20:33,BR7,0
TX000273,A111,A13,159917,UPI,2026-01-09 11:22:09,BR2,0
TX000274,A731,A53,2464,UPI,2026-03-07 19:29:28,BR16,0
TX000275,A753,A247,274303,RTGS,2026-01-13 23:32:21,BR14,0
TX000276,A306,A976,122497,CASH,2026-01-17 05:40:14,BR1,0
TX000277,A678,A427,186776,NEFT,2026-03-06 07:12:39,BR12,0
TX000278,A690,A571,326333,NEFT,2026-02-04 11:38:04,BR4,0
TX000279,A332,A326,425677,IMPS,2026-01-31 06:46:44,BR6,0
TX000280,A572,A185,180705,CASH,2026-02-08 02:48:04,BR13,0
TX000281,A536,A35,297064,IMPS,2026-01-02 06:06:38,BR13,0
TX000282,A634,A690,159720,CASH,2026-01-12 04:40:18,BR1,0
TX000283,A220,A1,140711,CASH,2026-02-20 15:31:07,BR2,0
TX000284,A373,A23,380019,NEFT,2026-02-11 22:24:02,BR8,0
TX000285,A295,A661,223642,IMPS,2026-01-12 07:39:44,BR20,0
TX000286,A883,A684,79094,CASH,2026-02-19 07:58:50,BR16,0
TX000287,A367,A368,139979,NEFT,2026-02-21 02:16:46,BR7,0
TX000288,A397,A108,172713,UPI,2026-01-21 23:02:10,BR3,0
TX000289,A944,A73,285496,CASH,2026-02-13 20:01:53,BR10,0
TX000290,A717,A977,255212,CASH,2026-01-16 17:13:33,BR6,0
TX000291,A962,A391,143925,IMPS,2026-01-03 15:00:10,BR1,0
TX000292,A28,A474,211142,RTGS,2026-01-29 12:58:48,BR6,0
TX000293,A749,A312,148493,NEFT,2026-01-08 20:05:51,BR13,0
TX000294,A564,A184,164898,IMPS,2026-02-06 08:54:59,BR14,0
TX000295,A231,A756,34596,RTGS,2026-01-14 17:32:35,BR20,0
TX000296,A834,A357,57943,CASH,2026-02-21 15:19:26,BR4,0
TX000297,A312,A873,261299,UPI,2026-02-14 23:32:01,BR6,0
TX000298,A179,A975,420603,NEFT,2026-02-17 05:14:42,BR13,0
TX000299,A464,A422,332283,IMPS,2026-01-26 09:01:40,BR16,0
TX000300,A379,A868,86369,RTGS,2026-02-22 14:24:48,BR18,0
TX000301,A364,A741,385072,CASH,2026-02-22 16:37:56,BR1,0
TX000302,A784,A314,237887,NEFT,2026-01-05 12:24:27,BR20,0
TX000303,A478,A631,451993,RTGS,2026-01-15 01:27:10,BR6,0
TX000304,A172,A974,219171,UPI,2026-01-25 00:39:40,BR18,0
TX000305,A820,A818,477876,CASH,2026-02-07 12:48:26,BR4,0
TX000306,A871,A475,250664,CASH,2026-01-17 14:48:30,BR19,0
TX000307,A551,A846,190097,NEFT,2026-01-26 07:37:15,BR20,0
TX000308,A791,A30,106952,UPI,2026-02-09 02:33:45,BR17,0
TX000309,A825,A569,370689,NEFT,2026-02-09 21:23:07,BR16,0
TX000310,A262,A785,371992,NEFT,2026-02-14 07:01:02,BR9,0
TX000311,A901,A463,171527,UPI,2026-01-27 15:26:58,BR6,0
TX000312,A395,A488,380894,RTGS,2026-02-18 18:34:22,BR11,0
TX000313,A187,A714,420958,IMPS,2026-01-08 22:05:30,BR8,0
TX000314,A294,A875,106949,IMPS,2026-01-27 04:22:56,BR11,0
TX000315,A769,A452,78307,CASH,2026-02-05 09:32:38,BR9,0
TX000316,A759,A857,237269,UPI,2026-01-04 10:02:09,BR9,0
TX000317,A71,A236,354850,CASH,2026-01-01 00:26:13,BR4,0
TX000318,A172,A378,477514,NEFT,2026-01-27 13:21:16,BR20,0
TX000319,A178,A80,249509,RTGS,2026-01-06 08:46:40,BR8,0
TX000320,A520,A748,309952,RTGS,2026-01-19 20:07:42,BR7,0
TX000321,A413,A382,259133,RTGS,2026-01-09 20:48:23,BR9,0
TX000322,A52,A855,308862,NEFT,2026-01-17 01:00:41,BR15,0
TX000323,A508,A403,15720,UPI,2026-01-01 02:35:04,BR1,0
TX000324,A77,A700,115633,RTGS,2026-03-06 14:16:04,BR12,0
TX000325,A389,A170,183697,UPI,2026-02-12 14:43:59,BR6,0
TX000326,A897,A109,87360,RTGS,2026-02-17 18:50:56,BR20,0
TX000327,A364,A211,108251,RTGS,2026-01-12 07:07:30,BR20,0
TX000328,A878,A980,343564,UPI,2026-02-21 00:43:18,BR11,0
TX000329,A272,A89,177203,NEFT,2026-01-01 16:28:45,BR11,0
TX000330,A521,A216,231465,RTGS,2026-02-11 21:56:39,BR6,0
TX000331,A845,A299,309150,IMPS,2026-01-22 00:17:25,BR7,0
TX000332,A263,A118,251789,IMPS,2026-02-08 05:54:39,BR7,0
TX000333,A930,A979,176924,NEFT,2026-02-23 22:51:42,BR12,0
TX000334,A471,A604,44072,NEFT,2026-02-24 09:06:42,BR20,0
TX000335,A785,A376,462332,CASH,2026-01-05 17:47:41,BR1,0
TX000336,A371,A376,450834,IMPS,2026-01-11 04:55:39,BR3,0
TX000337,A286,A617,443009,RTGS,2026-01-12 13:15:12,BR4,0
TX000338,A521,A16,266765,NEFT,2026-01-07 12:14:32,BR5,0
TX000339,A634,A170,433423,UPI,2026-01-05 00:04:15,BR17,0
TX000340,A408,A936,326864,UPI,2026-01-09 00:59:14,BR6,0
TX000341,A667,A682,19359,NEFT,2026-01-25 03:30:54,BR12,0
TX000342,A751,A38,394448,UPI,2026-02-04 03:52:49,BR9,0
TX000343,A831,A343,497165,RTGS,2026-03-01 03:34:27,BR11,0
TX000344,A744,A357,258234,RTGS,2026-02-13 22:17:01,BR9,0
TX000345,A674,A517,423501,CASH,2026-02-02 01:18:26,BR16,0
TX000346,A517,A202,35499,UPI,2026-02-11 09:33:18,BR10,0
TX000347,A369,A991,335588,IMPS,2026-01-03 07:45:05,BR17,0
TX000348,A261,A407,478750,RTGS,2026-01-28 19:00:04,BR13,0
TX000349,A662,A317,61170,NEFT,2026-01-26 21:10:20,BR6,0
TX000350,A327,A139,463068,RTGS,2026-01-07 21:29:21,BR7,0
TX000351,A207,A190,246444,NEFT,2026-02-16 04:18:04,BR4,0
TX000352,A346,A404,2651,UPI,2026-01-28 07:39:14,BR4,0
TX000353,A618,A10,403055,CASH,2026-01-02 11:21:21,BR5,0
TX000354,A806,A633,425304,NEFT,2026-01-21 01:04:46,BR4,0
TX000355,A282,A519,420709,RTGS,2026-01-27 01:46:28,BR18,0
TX000356,A250,A166,307808,IMPS,2026-02-23 09:31:38,BR4,0
TX000357,A850,A169,454242,UPI,2026-02-21 17:58:51,BR12,0
TX000358,A469,A453,109312,NEFT,2026-02-01 13:09:10,BR18,0
TX000359,A513,A901,315576,CASH,2026-03-04 21:31:51,BR15,0
TX000360,A444,A282,243163,NEFT,2026-03-01 09:28:17,BR18,0
TX000361,A278,A851,402004,RTGS,2026-02-02 07:08:41,BR5,0
TX000362,A46,A518,446760,NEFT,2026-02-24 01:35:49,BR1,0
TX000363,A318,A706,176143,UPI,2026-02-05 18:58:36,BR11,0
TX000364,A550,A846,209053,UPI,2026-01-30 21:40:48,BR2,0
TX000365,A376,A935,442220,UPI,2026-02-16 05:54:35,BR10,0
TX000366,A335,A759,157341,NEFT,2026-01-01 21:39:13,BR13,0
TX000367,A521,A322,240250,CASH,2026-02-05 11:11:20,BR19,0
TX000368,A552,A609,107822,UPI,2026-02-18 23:12:20,BR4,0
TX000369,A909,A377,56606,CASH,2026-02-24 00:30:06,BR12,0
TX000370,A773,A164,398433,CASH,2026-01-24 06:54:58,BR1,0
